emoji,text_name,unicode
🔔,bell,1F514
🔕,bell with slash,1F515
🎼,musical score,1F3BC
🎵,musical note,1F3B5
🎶,musical notes,1F3B6
🎙️,studio microphone,1F399 FE0F
🎙,studio microphone,1F399
🎚️,level slider,1F39A FE0F
🎚,level slider,1F39A
🎛️,control knobs,1F39B FE0F
🎛,control knobs,1F39B
🎤,microphone,1F3A4
🎧,headphone,1F3A7
📻,radio,1F4FB
🎷,saxophone,1F3B7
🪗,accordion,1FA97
🎸,guitar,1F3B8
🎹,musical keyboard,1F3B9
🎺,trumpet,1F3BA
🎻,violin,1F3BB
🪕,banjo,1FA95
🥁,drum,1F941
🪘,long drum,1FA98
🪇,maracas,1FA87
🪈,flute,1FA88
📱,mobile phone,1F4F1
📲,mobile phone with arrow,1F4F2
☎️,telephone,260E FE0F
☎,telephone,260E
📞,telephone receiver,1F4DE
📟,pager,1F4DF
📠,fax machine,1F4E0
🔋,battery,1F50B
🪫,low battery,1FAAB
🔌,electric plug,1F50C
💻,laptop,1F4BB
🖥️,desktop computer,1F5A5 FE0F
🖥,desktop computer,1F5A5
🖨️,printer,1F5A8 FE0F
🖨,printer,1F5A8
⌨️,keyboard,2328 FE0F
⌨,keyboard,2328
🖱️,computer mouse,1F5B1 FE0F
🖱,computer mouse,1F5B1
🖲️,trackball,1F5B2 FE0F
🖲,trackball,1F5B2
💽,computer disk,1F4BD
💾,floppy disk,1F4BE
💿,optical disk,1F4BF
📀,dvd,1F4C0
🧮,abacus,1F9EE
🎥,movie camera,1F3A5
🎞️,film frames,1F39E FE0F
🎞,film frames,1F39E
📽️,film projector,1F4FD FE0F
📽,film projector,1F4FD
🎬,clapper board,1F3AC
📺,television,1F4FA
📷,camera,1F4F7
📸,camera with flash,1F4F8
📹,video camera,1F4F9
📼,videocassette,1F4FC
🔍,magnifying glass tilted left,1F50D
🔎,magnifying glass tilted right,1F50E
🕯️,candle,1F56F FE0F
🕯,candle,1F56F
💡,light bulb,1F4A1
🔦,flashlight,1F526
🏮,red paper lantern,1F3EE
🪔,diya lamp,1FA94
📔,notebook with decorative cover,1F4D4
📕,closed book,1F4D5
📖,open book,1F4D6
📗,green book,1F4D7
📘,blue book,1F4D8
📙,orange book,1F4D9
📚,books,1F4DA
📓,notebook,1F4D3
📒,ledger,1F4D2
📃,page with curl,1F4C3
📜,scroll,1F4DC
📄,page facing up,1F4C4
📰,newspaper,1F4F0
🗞️,rolled-up newspaper,1F5DE FE0F
🗞,rolled-up newspaper,1F5DE
📑,bookmark tabs,1F4D1
🔖,bookmark,1F516
🏷️,label,1F3F7 FE0F
🏷,label,1F3F7
💰,money bag,1F4B0
🪙,coin,1FA99
💴,yen banknote,1F4B4
💵,dollar banknote,1F4B5
💶,euro banknote,1F4B6
💷,pound banknote,1F4B7
💸,money with wings,1F4B8
💳,credit card,1F4B3
🧾,receipt,1F9FE
💹,chart increasing with yen,1F4B9
✉️,envelope,2709 FE0F
✉,envelope,2709
📧,e-mail,1F4E7
📨,incoming envelope,1F4E8
📩,envelope with arrow,1F4E9
📤,outbox tray,1F4E4
📥,inbox tray,1F4E5
📦,package,1F4E6
📫,closed mailbox with raised flag,1F4EB
📪,closed mailbox with lowered flag,1F4EA
📬,open mailbox with raised flag,1F4EC
📭,open mailbox with lowered flag,1F4ED
📮,postbox,1F4EE
🗳️,ballot box with ballot,1F5F3 FE0F
🗳,ballot box with ballot,1F5F3
✏️,pencil,270F FE0F
✏,pencil,270F
✒️,black nib,2712 FE0F
✒,black nib,2712
🖋️,fountain pen,1F58B FE0F
🖋,fountain pen,1F58B
🖊️,pen,1F58A FE0F
🖊,pen,1F58A
🖌️,paintbrush,1F58C FE0F
🖌,paintbrush,1F58C
🖍️,crayon,1F58D FE0F
🖍,crayon,1F58D
📝,memo,1F4DD
💼,briefcase,1F4BC
📁,file folder,1F4C1
📂,open file folder,1F4C2
🗂️,card index dividers,1F5C2 FE0F
🗂,card index dividers,1F5C2
📅,calendar,1F4C5
📆,tear-off calendar,1F4C6
🗒️,spiral notepad,1F5D2 FE0F
🗒,spiral notepad,1F5D2
🗓️,spiral calendar,1F5D3 FE0F
🗓,spiral calendar,1F5D3
📇,card index,1F4C7
📈,chart increasing,1F4C8
📉,chart decreasing,1F4C9
📊,bar chart,1F4CA
📋,clipboard,1F4CB
📌,pushpin,1F4CC
📍,round pushpin,1F4CD
📎,paperclip,1F4CE
🖇️,linked paperclips,1F587 FE0F
🖇,linked paperclips,1F587
📏,straight ruler,1F4CF
📐,triangular ruler,1F4D0
✂️,scissors,2702 FE0F
✂,scissors,2702
🗃️,card file box,1F5C3 FE0F
🗃,card file box,1F5C3
🗄️,file cabinet,1F5C4 FE0F
🗄,file cabinet,1F5C4
🗑️,wastebasket,1F5D1 FE0F
🗑,wastebasket,1F5D1
🔒,locked,1F512
🔓,unlocked,1F513
🔏,locked with pen,1F50F
🔐,locked with key,1F510
🔑,key,1F511
🗝️,old key,1F5DD FE0F
🗝,old key,1F5DD
🔨,hammer,1F528
🪓,axe,1FA93
⛏️,pick,26CF FE0F
⛏,pick,26CF
⚒️,hammer and pick,2692 FE0F
⚒,hammer and pick,2692
🛠️,hammer and wrench,1F6E0 FE0F
🛠,hammer and wrench,1F6E0
🗡️,dagger,1F5E1 FE0F
🗡,dagger,1F5E1
⚔️,crossed swords,2694 FE0F
⚔,crossed swords,2694
💣,bomb,1F4A3
🪃,boomerang,1FA83
🏹,bow and arrow,1F3F9
🛡️,shield,1F6E1 FE0F
🛡,shield,1F6E1
🪚,carpentry saw,1FA9A
🔧,wrench,1F527
🪛,screwdriver,1FA9B
🔩,nut and bolt,1F529
⚙️,gear,2699 FE0F
⚙,gear,2699
🗜️,clamp,1F5DC FE0F
🗜,clamp,1F5DC
⚖️,balance scale,2696 FE0F
⚖,balance scale,2696
🦯,white cane,1F9AF
🔗,link,1F517
⛓️,chains,26D3 FE0F
⛓,chains,26D3
🪝,hook,1FA9D
🧰,toolbox,1F9F0
🧲,magnet,1F9F2
🪜,ladder,1FA9C
⚗️,alembic,2697 FE0F
⚗,alembic,2697
🧪,test tube,1F9EA
🧫,petri dish,1F9EB
🧬,dna,1F9EC
🔬,microscope,1F52C
🔭,telescope,1F52D
📡,satellite antenna,1F4E1
💉,syringe,1F489
🩸,drop of blood,1FA78
💊,pill,1F48A
🩹,adhesive bandage,1FA79
🩼,crutch,1FA7C
🩺,stethoscope,1FA7A
🩻,x-ray,1FA7B
🚪,door,1F6AA
🛗,elevator,1F6D7
🪞,mirror,1FA9E
🪟,window,1FA9F
🛏️,bed,1F6CF FE0F
🛏,bed,1F6CF
🛋️,couch and lamp,1F6CB FE0F
🛋,couch and lamp,1F6CB
🪑,chair,1FA91
🚽,toilet,1F6BD
🪠,plunger,1FAA0
🚿,shower,1F6BF
🛁,bathtub,1F6C1
🪤,mouse trap,1FAA4
🪒,razor,1FA92
🧴,lotion bottle,1F9F4
🧷,safety pin,1F9F7
🧹,broom,1F9F9
🧺,basket,1F9FA
🧻,roll of paper,1F9FB
🪣,bucket,1FAA3
🧼,soap,1F9FC
🫧,bubbles,1FAE7
🪥,toothbrush,1FAA5
🧽,sponge,1F9FD
🧯,fire extinguisher,1F9EF
🛒,shopping cart,1F6D2
🚬,cigarette,1F6AC
⚰️,coffin,26B0 FE0F
⚰,coffin,26B0
🪦,headstone,1FAA6
⚱️,funeral urn,26B1 FE0F
⚱,funeral urn,26B1
🧿,nazar amulet,1F9FF
🪬,hamsa,1FAAC
🗿,moai,1F5FF
🪧,placard,1FAA7
🪪,identification card,1FAAA
👋,waving hand,1F44B
👋🏻,waving hand light skin tone,1F44B 1F3FB
👋🏼,waving hand medium-light skin tone,1F44B 1F3FC
👋🏽,waving hand medium skin tone,1F44B 1F3FD
👋🏾,waving hand medium-dark skin tone,1F44B 1F3FE
👋🏿,waving hand dark skin tone,1F44B 1F3FF
🤚,raised back of hand,1F91A
🤚🏻,raised back of hand light skin tone,1F91A 1F3FB
🤚🏼,raised back of hand medium-light skin tone,1F91A 1F3FC
🤚🏽,raised back of hand medium skin tone,1F91A 1F3FD
🤚🏾,raised back of hand medium-dark skin tone,1F91A 1F3FE
🤚🏿,raised back of hand dark skin tone,1F91A 1F3FF
🖐️,hand with fingers splayed,1F590 FE0F
🖐,hand with fingers splayed,1F590
🖐🏻,hand with fingers splayed light skin tone,1F590 1F3FB
🖐🏼,hand with fingers splayed medium-light skin tone,1F590 1F3FC
🖐🏽,hand with fingers splayed medium skin tone,1F590 1F3FD
🖐🏾,hand with fingers splayed medium-dark skin tone,1F590 1F3FE
🖐🏿,hand with fingers splayed dark skin tone,1F590 1F3FF
✋,raised hand,270B
✋🏻,raised hand light skin tone,270B 1F3FB
✋🏼,raised hand medium-light skin tone,270B 1F3FC
✋🏽,raised hand medium skin tone,270B 1F3FD
✋🏾,raised hand medium-dark skin tone,270B 1F3FE
✋🏿,raised hand dark skin tone,270B 1F3FF
🖖,vulcan salute,1F596
🖖🏻,vulcan salute light skin tone,1F596 1F3FB
🖖🏼,vulcan salute medium-light skin tone,1F596 1F3FC
🖖🏽,vulcan salute medium skin tone,1F596 1F3FD
🖖🏾,vulcan salute medium-dark skin tone,1F596 1F3FE
🖖🏿,vulcan salute dark skin tone,1F596 1F3FF
🫱,rightwards hand,1FAF1
🫱🏻,rightwards hand light skin tone,1FAF1 1F3FB
🫱🏼,rightwards hand medium-light skin tone,1FAF1 1F3FC
🫱🏽,rightwards hand medium skin tone,1FAF1 1F3FD
🫱🏾,rightwards hand medium-dark skin tone,1FAF1 1F3FE
🫱🏿,rightwards hand dark skin tone,1FAF1 1F3FF
🫲,leftwards hand,1FAF2
🫲🏻,leftwards hand light skin tone,1FAF2 1F3FB
🫲🏼,leftwards hand medium-light skin tone,1FAF2 1F3FC
🫲🏽,leftwards hand medium skin tone,1FAF2 1F3FD
🫲🏾,leftwards hand medium-dark skin tone,1FAF2 1F3FE
🫲🏿,leftwards hand dark skin tone,1FAF2 1F3FF
🫳,palm down hand,1FAF3
🫳🏻,palm down hand light skin tone,1FAF3 1F3FB
🫳🏼,palm down hand medium-light skin tone,1FAF3 1F3FC
🫳🏽,palm down hand medium skin tone,1FAF3 1F3FD
🫳🏾,palm down hand medium-dark skin tone,1FAF3 1F3FE
🫳🏿,palm down hand dark skin tone,1FAF3 1F3FF
🫴,palm up hand,1FAF4
🫴🏻,palm up hand light skin tone,1FAF4 1F3FB
🫴🏼,palm up hand medium-light skin tone,1FAF4 1F3FC
🫴🏽,palm up hand medium skin tone,1FAF4 1F3FD
🫴🏾,palm up hand medium-dark skin tone,1FAF4 1F3FE
🫴🏿,palm up hand dark skin tone,1FAF4 1F3FF
🫷,leftwards pushing hand,1FAF7
🫷🏻,leftwards pushing hand light skin tone,1FAF7 1F3FB
🫷🏼,leftwards pushing hand medium-light skin tone,1FAF7 1F3FC
🫷🏽,leftwards pushing hand medium skin tone,1FAF7 1F3FD
🫷🏾,leftwards pushing hand medium-dark skin tone,1FAF7 1F3FE
🫷🏿,leftwards pushing hand dark skin tone,1FAF7 1F3FF
🫸,rightwards pushing hand,1FAF8
🫸🏻,rightwards pushing hand light skin tone,1FAF8 1F3FB
🫸🏼,rightwards pushing hand medium-light skin tone,1FAF8 1F3FC
🫸🏽,rightwards pushing hand medium skin tone,1FAF8 1F3FD
🫸🏾,rightwards pushing hand medium-dark skin tone,1FAF8 1F3FE
🫸🏿,rightwards pushing hand dark skin tone,1FAF8 1F3FF
👌,OK hand,1F44C
👌🏻,OK hand light skin tone,1F44C 1F3FB
👌🏼,OK hand medium-light skin tone,1F44C 1F3FC
👌🏽,OK hand medium skin tone,1F44C 1F3FD
👌🏾,OK hand medium-dark skin tone,1F44C 1F3FE
👌🏿,OK hand dark skin tone,1F44C 1F3FF
🤌,pinched fingers,1F90C
🤌🏻,pinched fingers light skin tone,1F90C 1F3FB
🤌🏼,pinched fingers medium-light skin tone,1F90C 1F3FC
🤌🏽,pinched fingers medium skin tone,1F90C 1F3FD
🤌🏾,pinched fingers medium-dark skin tone,1F90C 1F3FE
🤌🏿,pinched fingers dark skin tone,1F90C 1F3FF
🤏,pinching hand,1F90F
🤏🏻,pinching hand light skin tone,1F90F 1F3FB
🤏🏼,pinching hand medium-light skin tone,1F90F 1F3FC
🤏🏽,pinching hand medium skin tone,1F90F 1F3FD
🤏🏾,pinching hand medium-dark skin tone,1F90F 1F3FE
🤏🏿,pinching hand dark skin tone,1F90F 1F3FF
✌️,victory hand,270C FE0F
✌,victory hand,270C
✌🏻,victory hand light skin tone,270C 1F3FB
✌🏼,victory hand medium-light skin tone,270C 1F3FC
✌🏽,victory hand medium skin tone,270C 1F3FD
✌🏾,victory hand medium-dark skin tone,270C 1F3FE
✌🏿,victory hand dark skin tone,270C 1F3FF
🤞,crossed fingers,1F91E
🤞🏻,crossed fingers light skin tone,1F91E 1F3FB
🤞🏼,crossed fingers medium-light skin tone,1F91E 1F3FC
🤞🏽,crossed fingers medium skin tone,1F91E 1F3FD
🤞🏾,crossed fingers medium-dark skin tone,1F91E 1F3FE
🤞🏿,crossed fingers dark skin tone,1F91E 1F3FF
🫰,hand with index finger and thumb crossed,1FAF0
🫰🏻,hand with index finger and thumb crossed light skin tone,1FAF0 1F3FB
🫰🏼,hand with index finger and thumb crossed medium-light skin tone,1FAF0 1F3FC
🫰🏽,hand with index finger and thumb crossed medium skin tone,1FAF0 1F3FD
🫰🏾,hand with index finger and thumb crossed medium-dark skin tone,1FAF0 1F3FE
🫰🏿,hand with index finger and thumb crossed dark skin tone,1FAF0 1F3FF
🤟,love-you gesture,1F91F
🤟🏻,love-you gesture light skin tone,1F91F 1F3FB
🤟🏼,love-you gesture medium-light skin tone,1F91F 1F3FC
🤟🏽,love-you gesture medium skin tone,1F91F 1F3FD
🤟🏾,love-you gesture medium-dark skin tone,1F91F 1F3FE
🤟🏿,love-you gesture dark skin tone,1F91F 1F3FF
🤘,sign of the horns,1F918
🤘🏻,sign of the horns light skin tone,1F918 1F3FB
🤘🏼,sign of the horns medium-light skin tone,1F918 1F3FC
🤘🏽,sign of the horns medium skin tone,1F918 1F3FD
🤘🏾,sign of the horns medium-dark skin tone,1F918 1F3FE
🤘🏿,sign of the horns dark skin tone,1F918 1F3FF
🤙,call me hand,1F919
🤙🏻,call me hand light skin tone,1F919 1F3FB
🤙🏼,call me hand medium-light skin tone,1F919 1F3FC
🤙🏽,call me hand medium skin tone,1F919 1F3FD
🤙🏾,call me hand medium-dark skin tone,1F919 1F3FE
🤙🏿,call me hand dark skin tone,1F919 1F3FF
👈,backhand index pointing left,1F448
👈🏻,backhand index pointing left light skin tone,1F448 1F3FB
👈🏼,backhand index pointing left medium-light skin tone,1F448 1F3FC
👈🏽,backhand index pointing left medium skin tone,1F448 1F3FD
👈🏾,backhand index pointing left medium-dark skin tone,1F448 1F3FE
👈🏿,backhand index pointing left dark skin tone,1F448 1F3FF
👉,backhand index pointing right,1F449
👉🏻,backhand index pointing right light skin tone,1F449 1F3FB
👉🏼,backhand index pointing right medium-light skin tone,1F449 1F3FC
👉🏽,backhand index pointing right medium skin tone,1F449 1F3FD
👉🏾,backhand index pointing right medium-dark skin tone,1F449 1F3FE
👉🏿,backhand index pointing right dark skin tone,1F449 1F3FF
👆,backhand index pointing up,1F446
👆🏻,backhand index pointing up light skin tone,1F446 1F3FB
👆🏼,backhand index pointing up medium-light skin tone,1F446 1F3FC
👆🏽,backhand index pointing up medium skin tone,1F446 1F3FD
👆🏾,backhand index pointing up medium-dark skin tone,1F446 1F3FE
👆🏿,backhand index pointing up dark skin tone,1F446 1F3FF
🖕,middle finger,1F595
🖕🏻,middle finger light skin tone,1F595 1F3FB
🖕🏼,middle finger medium-light skin tone,1F595 1F3FC
🖕🏽,middle finger medium skin tone,1F595 1F3FD
🖕🏾,middle finger medium-dark skin tone,1F595 1F3FE
🖕🏿,middle finger dark skin tone,1F595 1F3FF
👇,backhand index pointing down,1F447
👇🏻,backhand index pointing down light skin tone,1F447 1F3FB
👇🏼,backhand index pointing down medium-light skin tone,1F447 1F3FC
👇🏽,backhand index pointing down medium skin tone,1F447 1F3FD
👇🏾,backhand index pointing down medium-dark skin tone,1F447 1F3FE
👇🏿,backhand index pointing down dark skin tone,1F447 1F3FF
☝️,index pointing up,261D FE0F
☝,index pointing up,261D
☝🏻,index pointing up light skin tone,261D 1F3FB
☝🏼,index pointing up medium-light skin tone,261D 1F3FC
☝🏽,index pointing up medium skin tone,261D 1F3FD
☝🏾,index pointing up medium-dark skin tone,261D 1F3FE
☝🏿,index pointing up dark skin tone,261D 1F3FF
🫵,index pointing at the viewer,1FAF5
🫵🏻,index pointing at the viewer light skin tone,1FAF5 1F3FB
🫵🏼,index pointing at the viewer medium-light skin tone,1FAF5 1F3FC
🫵🏽,index pointing at the viewer medium skin tone,1FAF5 1F3FD
🫵🏾,index pointing at the viewer medium-dark skin tone,1FAF5 1F3FE
🫵🏿,index pointing at the viewer dark skin tone,1FAF5 1F3FF
👍,thumbs up,1F44D
👍🏻,thumbs up light skin tone,1F44D 1F3FB
👍🏼,thumbs up medium-light skin tone,1F44D 1F3FC
👍🏽,thumbs up medium skin tone,1F44D 1F3FD
👍🏾,thumbs up medium-dark skin tone,1F44D 1F3FE
👍🏿,thumbs up dark skin tone,1F44D 1F3FF
👎,thumbs down,1F44E
👎🏻,thumbs down light skin tone,1F44E 1F3FB
👎🏼,thumbs down medium-light skin tone,1F44E 1F3FC
👎🏽,thumbs down medium skin tone,1F44E 1F3FD
👎🏾,thumbs down medium-dark skin tone,1F44E 1F3FE
👎🏿,thumbs down dark skin tone,1F44E 1F3FF
✊,raised fist,270A
✊🏻,raised fist light skin tone,270A 1F3FB
✊🏼,raised fist medium-light skin tone,270A 1F3FC
✊🏽,raised fist medium skin tone,270A 1F3FD
✊🏾,raised fist medium-dark skin tone,270A 1F3FE
✊🏿,raised fist dark skin tone,270A 1F3FF
👊,oncoming fist,1F44A
👊🏻,oncoming fist light skin tone,1F44A 1F3FB
👊🏼,oncoming fist medium-light skin tone,1F44A 1F3FC
👊🏽,oncoming fist medium skin tone,1F44A 1F3FD
👊🏾,oncoming fist medium-dark skin tone,1F44A 1F3FE
👊🏿,oncoming fist dark skin tone,1F44A 1F3FF
🤛,left-facing fist,1F91B
🤛🏻,left-facing fist light skin tone,1F91B 1F3FB
🤛🏼,left-facing fist medium-light skin tone,1F91B 1F3FC
🤛🏽,left-facing fist medium skin tone,1F91B 1F3FD
🤛🏾,left-facing fist medium-dark skin tone,1F91B 1F3FE
🤛🏿,left-facing fist dark skin tone,1F91B 1F3FF
🤜,right-facing fist,1F91C
🤜🏻,right-facing fist light skin tone,1F91C 1F3FB
🤜🏼,right-facing fist medium-light skin tone,1F91C 1F3FC
🤜🏽,right-facing fist medium skin tone,1F91C 1F3FD
🤜🏾,right-facing fist medium-dark skin tone,1F91C 1F3FE
🤜🏿,right-facing fist dark skin tone,1F91C 1F3FF
👏,clapping hands,1F44F
👏🏻,clapping hands light skin tone,1F44F 1F3FB
👏🏼,clapping hands medium-light skin tone,1F44F 1F3FC
👏🏽,clapping hands medium skin tone,1F44F 1F3FD
👏🏾,clapping hands medium-dark skin tone,1F44F 1F3FE
👏🏿,clapping hands dark skin tone,1F44F 1F3FF
🙌,raising hands,1F64C
🙌🏻,raising hands light skin tone,1F64C 1F3FB
🙌🏼,raising hands medium-light skin tone,1F64C 1F3FC
🙌🏽,raising hands medium skin tone,1F64C 1F3FD
🙌🏾,raising hands medium-dark skin tone,1F64C 1F3FE
🙌🏿,raising hands dark skin tone,1F64C 1F3FF
🫶,heart hands,1FAF6
🫶🏻,heart hands light skin tone,1FAF6 1F3FB
🫶🏼,heart hands medium-light skin tone,1FAF6 1F3FC
🫶🏽,heart hands medium skin tone,1FAF6 1F3FD
🫶🏾,heart hands medium-dark skin tone,1FAF6 1F3FE
🫶🏿,heart hands dark skin tone,1FAF6 1F3FF
👐,open hands,1F450
👐🏻,open hands light skin tone,1F450 1F3FB
👐🏼,open hands medium-light skin tone,1F450 1F3FC
👐🏽,open hands medium skin tone,1F450 1F3FD
👐🏾,open hands medium-dark skin tone,1F450 1F3FE
👐🏿,open hands dark skin tone,1F450 1F3FF
🤲,palms up together,1F932
🤲🏻,palms up together light skin tone,1F932 1F3FB
🤲🏼,palms up together medium-light skin tone,1F932 1F3FC
🤲🏽,palms up together medium skin tone,1F932 1F3FD
🤲🏾,palms up together medium-dark skin tone,1F932 1F3FE
🤲🏿,palms up together dark skin tone,1F932 1F3FF
🤝,handshake,1F91D
🤝🏻,handshake light skin tone,1F91D 1F3FB
🤝🏼,handshake medium-light skin tone,1F91D 1F3FC
🤝🏽,handshake medium skin tone,1F91D 1F3FD
🤝🏾,handshake medium-dark skin tone,1F91D 1F3FE
🤝🏿,handshake dark skin tone,1F91D 1F3FF
🫱🏻‍🫲🏼,handshake light skin tone medium-light skin tone,1FAF1 1F3FB 200D 1FAF2 1F3FC
🫱🏻‍🫲🏽,handshake light skin tone medium skin tone,1FAF1 1F3FB 200D 1FAF2 1F3FD
🫱🏻‍🫲🏾,handshake light skin tone medium-dark skin tone,1FAF1 1F3FB 200D 1FAF2 1F3FE
🫱🏻‍🫲🏿,handshake light skin tone dark skin tone,1FAF1 1F3FB 200D 1FAF2 1F3FF
🫱🏼‍🫲🏻,handshake medium-light skin tone light skin tone,1FAF1 1F3FC 200D 1FAF2 1F3FB
🫱🏼‍🫲🏽,handshake medium-light skin tone medium skin tone,1FAF1 1F3FC 200D 1FAF2 1F3FD
🫱🏼‍🫲🏾,handshake medium-light skin tone medium-dark skin tone,1FAF1 1F3FC 200D 1FAF2 1F3FE
🫱🏼‍🫲🏿,handshake medium-light skin tone dark skin tone,1FAF1 1F3FC 200D 1FAF2 1F3FF
🫱🏽‍🫲🏻,handshake medium skin tone light skin tone,1FAF1 1F3FD 200D 1FAF2 1F3FB
🫱🏽‍🫲🏼,handshake medium skin tone medium-light skin tone,1FAF1 1F3FD 200D 1FAF2 1F3FC
🫱🏽‍🫲🏾,handshake medium skin tone medium-dark skin tone,1FAF1 1F3FD 200D 1FAF2 1F3FE
🫱🏽‍🫲🏿,handshake medium skin tone dark skin tone,1FAF1 1F3FD 200D 1FAF2 1F3FF
🫱🏾‍🫲🏻,handshake medium-dark skin tone light skin tone,1FAF1 1F3FE 200D 1FAF2 1F3FB
🫱🏾‍🫲🏼,handshake medium-dark skin tone medium-light skin tone,1FAF1 1F3FE 200D 1FAF2 1F3FC
🫱🏾‍🫲🏽,handshake medium-dark skin tone medium skin tone,1FAF1 1F3FE 200D 1FAF2 1F3FD
🫱🏾‍🫲🏿,handshake medium-dark skin tone dark skin tone,1FAF1 1F3FE 200D 1FAF2 1F3FF
🫱🏿‍🫲🏻,handshake dark skin tone light skin tone,1FAF1 1F3FF 200D 1FAF2 1F3FB
🫱🏿‍🫲🏼,handshake dark skin tone medium-light skin tone,1FAF1 1F3FF 200D 1FAF2 1F3FC
🫱🏿‍🫲🏽,handshake dark skin tone medium skin tone,1FAF1 1F3FF 200D 1FAF2 1F3FD
🫱🏿‍🫲🏾,handshake dark skin tone medium-dark skin tone,1FAF1 1F3FF 200D 1FAF2 1F3FE
🙏,folded hands,1F64F
🙏🏻,folded hands light skin tone,1F64F 1F3FB
🙏🏼,folded hands medium-light skin tone,1F64F 1F3FC
🙏🏽,folded hands medium skin tone,1F64F 1F3FD
🙏🏾,folded hands medium-dark skin tone,1F64F 1F3FE
🙏🏿,folded hands dark skin tone,1F64F 1F3FF
✍️,writing hand,270D FE0F
✍,writing hand,270D
✍🏻,writing hand light skin tone,270D 1F3FB
✍🏼,writing hand medium-light skin tone,270D 1F3FC
✍🏽,writing hand medium skin tone,270D 1F3FD
✍🏾,writing hand medium-dark skin tone,270D 1F3FE
✍🏿,writing hand dark skin tone,270D 1F3FF
💅,nail polish,1F485
💅🏻,nail polish light skin tone,1F485 1F3FB
💅🏼,nail polish medium-light skin tone,1F485 1F3FC
💅🏽,nail polish medium skin tone,1F485 1F3FD
💅🏾,nail polish medium-dark skin tone,1F485 1F3FE
💅🏿,nail polish dark skin tone,1F485 1F3FF
🤳,selfie,1F933
🤳🏻,selfie light skin tone,1F933 1F3FB
🤳🏼,selfie medium-light skin tone,1F933 1F3FC
🤳🏽,selfie medium skin tone,1F933 1F3FD
🤳🏾,selfie medium-dark skin tone,1F933 1F3FE
🤳🏿,selfie dark skin tone,1F933 1F3FF
💪,flexed biceps,1F4AA
💪🏻,flexed biceps light skin tone,1F4AA 1F3FB
💪🏼,flexed biceps medium-light skin tone,1F4AA 1F3FC
💪🏽,flexed biceps medium skin tone,1F4AA 1F3FD
💪🏾,flexed biceps medium-dark skin tone,1F4AA 1F3FE
💪🏿,flexed biceps dark skin tone,1F4AA 1F3FF
🦾,mechanical arm,1F9BE
🦿,mechanical leg,1F9BF
🦵,leg,1F9B5
🦵🏻,leg light skin tone,1F9B5 1F3FB
🦵🏼,leg medium-light skin tone,1F9B5 1F3FC
🦵🏽,leg medium skin tone,1F9B5 1F3FD
🦵🏾,leg medium-dark skin tone,1F9B5 1F3FE
🦵🏿,leg dark skin tone,1F9B5 1F3FF
🦶,foot,1F9B6
🦶🏻,foot light skin tone,1F9B6 1F3FB
🦶🏼,foot medium-light skin tone,1F9B6 1F3FC
🦶🏽,foot medium skin tone,1F9B6 1F3FD
🦶🏾,foot medium-dark skin tone,1F9B6 1F3FE
🦶🏿,foot dark skin tone,1F9B6 1F3FF
👂,ear,1F442
👂🏻,ear light skin tone,1F442 1F3FB
👂🏼,ear medium-light skin tone,1F442 1F3FC
👂🏽,ear medium skin tone,1F442 1F3FD
👂🏾,ear medium-dark skin tone,1F442 1F3FE
👂🏿,ear dark skin tone,1F442 1F3FF
🦻,ear with hearing aid,1F9BB
🦻🏻,ear with hearing aid light skin tone,1F9BB 1F3FB
🦻🏼,ear with hearing aid medium-light skin tone,1F9BB 1F3FC
🦻🏽,ear with hearing aid medium skin tone,1F9BB 1F3FD
🦻🏾,ear with hearing aid medium-dark skin tone,1F9BB 1F3FE
🦻🏿,ear with hearing aid dark skin tone,1F9BB 1F3FF
👃,nose,1F443
👃🏻,nose light skin tone,1F443 1F3FB
👃🏼,nose medium-light skin tone,1F443 1F3FC
👃🏽,nose medium skin tone,1F443 1F3FD
👃🏾,nose medium-dark skin tone,1F443 1F3FE
👃🏿,nose dark skin tone,1F443 1F3FF
🧠,brain,1F9E0
🫀,anatomical heart,1FAC0
🫁,lungs,1FAC1
🦷,tooth,1F9B7
🦴,bone,1F9B4
👀,eyes,1F440
👁️,eye,1F441 FE0F
👁,eye,1F441
👅,tongue,1F445
👄,mouth,1F444
🫦,biting lip,1FAE6
👶,baby,1F476
👶🏻,baby light skin tone,1F476 1F3FB
👶🏼,baby medium-light skin tone,1F476 1F3FC
👶🏽,baby medium skin tone,1F476 1F3FD
👶🏾,baby medium-dark skin tone,1F476 1F3FE
👶🏿,baby dark skin tone,1F476 1F3FF
🧒,child,1F9D2
🧒🏻,child light skin tone,1F9D2 1F3FB
🧒🏼,child medium-light skin tone,1F9D2 1F3FC
🧒🏽,child medium skin tone,1F9D2 1F3FD
🧒🏾,child medium-dark skin tone,1F9D2 1F3FE
🧒🏿,child dark skin tone,1F9D2 1F3FF
👦,boy,1F466
👦🏻,boy light skin tone,1F466 1F3FB
👦🏼,boy medium-light skin tone,1F466 1F3FC
👦🏽,boy medium skin tone,1F466 1F3FD
👦🏾,boy medium-dark skin tone,1F466 1F3FE
👦🏿,boy dark skin tone,1F466 1F3FF
👧,girl,1F467
👧🏻,girl light skin tone,1F467 1F3FB
👧🏼,girl medium-light skin tone,1F467 1F3FC
👧🏽,girl medium skin tone,1F467 1F3FD
